# Dynamical matrix (atomic units)
1.3849915303254218e-05 -7.132584423345598e-06 1.9628876609152615e-06 -4.28672401563804e-05 2.3435978003577237e-05 -1.0377331982107853e-05 -7.549975855879713e-06 3.1573843105606986e-06 3.538516313432633e-06 1.5928777596369463e-07 2.2513672864899054e-09 6.216564588445255e-08 -5.362725614690721e-08 1.554257164465968e-09 -7.738524086614225e-09 -4.754339927651457e-09 3.0124392695199557e-08 1.0816577806191515e-07 -1.6285380293506113e-08 1.8587126770327204e-09 9.891779484878495e-11 3.061722401177373e-08 -3.4914709231518604e-08 -4.8292467901689495e-08 7.214436382300145e-08 -2.7280259071642374e-09 2.003524069361874e-09 -1.594231460072692e-06 1.3886639242938815e-07 -8.123246654960517e-08 1.7287376384658258e-06 1.3557418453609231e-06 -9.305031156984446e-07 -7.539939779033309e-07 -9.55687695288873e-08 -2.9666511840409487e-08
-7.132584423345599e-06 5.5107729713821365e-06 -1.1261272308483132e-06 2.3435907910037978e-05 -1.546700016721905e-05 5.953803081180234e-06 3.15736129478135e-06 -3.858687616581475e-06 -2.030431005156039e-06 2.254828365559123e-09 1.6192237824565065e-07 -3.566789574512611e-08 1.5493786537694162e-09 1.3785825930387513e-08 -1.2982004609710655e-07 3.011960884873145e-08 -3.510762465849011e-08 7.219298591908173e-08 1.8580117731942546e-09 -1.4113363604769128e-08 -5.6993939077186156e-11 -3.492259902031339e-08 -1.0184950080197133e-08 2.7721245566504273e-08 -2.718555959562898e-09 6.89621234412517e-08 -1.1462626066036398e-09 1.388682267620158e-07 -1.431789077145112e-06 4.662526567082474e-08 1.3558210555078465e-06 -1.7305144196532434e-08 -5.096010345151316e-07 -9.556509331789055e-08 2.4654060687225082e-06 1.0605001088809922e-06
1.962887660915261e-06 -1.1261272308483128e-06 2.0428229678123276e-05 -1.5149758178615696e-05 8.692026154049616e-06 -1.3530620230732886e-05 8.310973608452846e-06 -4.768675083236328e-06 -6.064091380479131e-05 6.216566222015206e-08 -3.566333774541353e-08 -1.685637809020642e-06 -7.745260191363656e-09 -1.2980267195267266e-07 7.088269842300471e-07 1.0814332387023228e-07 7.219520200302097e-08 7.088136106301813e-07 9.874784951573032e-11 -5.286275692092477e-11 -3.0536901929495485e-07 -4.828061955845227e-08 2.7703124697113214e-08 6.485434604356419e-07 2.0045582718335417e-09 -1.1476029087611368e-09 5.280547573158618e-07 -8.12331820303896e-08 4.662396020806325e-08 5.155016159893889e-08 -9.305175025336082e-07 -5.095810777129594e-07 -1.0422685459149793e-06 -2.9663453189652286e-08 1.060471610467879e-06 -1.0422822723678577e-06
-4.286724015638041e-05 2.343590791003797e-05 -1.5149758178615698e-05 0.00016310506714781062 -8.65717911122479e-05 5.5729560624369554e-05 5.45322702635779e-06 -3.1266829390817324e-06 9.040714778663202e-07 4.333908316554716e-09 -2.2127773156728675e-08 7.347140652729819e-08 -2.7704956838328684e-09 8.675813939937495e-08 2.3222479070920494e-09 -1.5385747028178347e-07 -1.564814187911446e-09 2.766646781885751e-08 2.8773867808251002e-08 -3.300623364803688e-08 4.137821635925185e-08 1.3923316395702658e-07 -2.0030759518927042e-09 2.8871036953144363e-09 -3.14975820186173e-07 2.791311134424737e-07 -5.198206260455617e-07 1.9102598961944694e-06 -1.5701640338358312e-06 8.493708570359208e-07 -4.908830988216125e-06 -1.3580882264775255e-07 -6.300756696276441e-08 -2.706863760342327e-07 2.5754548976169287e-06 4.3347764723777096e-07
2.343597800357723e-05 -1.5467000167219052e-05 8.692026154049618e-06 -8.657179111224792e-05 6.188937351611476e-05 -3.1974233370795754e-05 -3.1267078405275517e-06 1.7978276400251197e-06 -5.18730704526382e-07 -2.212094253284827e-08 -2.1503965672467236e-08 -4.215658479722251e-08 8.675774217292669e-08 -1.0403704537718419e-07 -3.069323479388094e-08 -1.5650659188265468e-09 4.7040919227723625e-08 1.3479384539110591e-08 -3.3000160913680056e-08 -9.783478371741288e-09 -2.374048043535863e-08 -2.0033065625488154e-09 1.3690409332657777e-07 -1.6523137353666137e-09 2.791347909993793e-07 1.138552128703696e-08 2.9824803331660855e-07 -1.570234415982147e-06 7.433912247436642e-08 -4.873244265561651e-07 -1.3581406493095824e-07 1.1553469743097965e-06 -5.389216300653082e-07 2.5754319844319063e-06 -3.4826832198386485e-06 3.263728201763583e-07
-1.0377331982107853e-05 5.9538030811802335e-06 -1.3530620230732885e-05 5.572956062436956e-05 -3.197423337079577e-05 5.579854251151262e-05 -1.8109972392137187e-05 1.039071979398474e-05 -1.722228877311861e-06 7.348363812389722e-08 -4.2172141645184695e-08 6.860249490014783e-07 2.3213707835615597e-09 -3.0696183658256357e-08 -1.2261059125865615e-06 2.76684375625011e-08 1.3484428866977472e-08 -1.2261085670503157e-06 4.138744656265624e-08 -2.3756403116426995e-08 6.499475753763214e-07 2.89151879703955e-09 -1.6607133430311317e-09 -1.6091998182865182e-06 -5.198175169287272e-07 2.982427923692759e-07 -1.0293517643509378e-06 8.493598609516298e-07 -4.8730430020928e-07 -1.3155558183901207e-06 -6.299785844657294e-08 -5.38861150929412e-07 2.4204897592761537e-06 4.3345101886327665e-07 3.263806108458668e-07 2.420494662619659e-06
-7.549975855879711e-06 3.15736129478135e-06 8.310973608452845e-06 5.453227026357789e-06 -3.126707840527551e-06 -1.810997239213718e-05 2.792987079531715e-05 -9.037561291937503e-06 -1.5440454645307294e-05 -1.028289652707521e-06 7.307374334027499e-10 4.3374532159157206e-08 4.3158818386887755e-07 -6.419018668242355e-08 1.5129257877735041e-07 -1.2971247980488078e-07 -3.9230113066802403e-07 -1.4261141230964994e-06 8.053387343904962e-08 -3.7727224652795845e-09 -2.7567936361004237e-09 -3.401871083277852e-07 3.078473807717043e-07 5.720024504289436e-07 6.744939912372688e-09 -7.435999390605783e-09 -8.679954865783607e-10 8.693158170189372e-08 1.9193452829043586e-08 -1.51728339920507e-08 -7.320294800333185e-08 -2.5074549831888246e-07 1.0571438100646548e-06 2.3147011749411902e-07 -7.262215704471766e-08 -1.6481796021968742e-08
3.157384310560698e-06 -3.8586876165814745e-06 -4.7686750832363265e-06 -3.1266829390817324e-06 1.7978276400251199e-06 1.0390719793984736e-05 -9.037561291937503e-06 1.736408267594058e-05 8.85996095722278e-06 7.212176173591125e-10 -1.0274353725877226e-06 -2.4884427115469947e-08 -6.419465895091311e-08 -3.9649572848600495e-07 1.7403437836157821e-06 -3.923054219993788e-07 1.6469836780149632e-07 -1.0089196189875508e-06 -3.783898976367925e-09 7.612363151688867e-08 1.5802951742438576e-09 3.0784316362776107e-07 1.973268821849607e-08 -3.281849950866035e-07 -7.436201728678411e-09 -1.9461608986874423e-09 4.986021975481199e-10 1.918566357196063e-08 1.0937855870098161e-07 8.69598829974838e-09 -2.507323209066755e-07 4.2428318938137525e-08 6.370813648323289e-07 -7.26252603566878e-08 -2.6240002738283805e-07 -1.2342334909053263e-06
3.5385163134326325e-06 -2.030431005156039e-06 -6.06409138047913e-05 9.040714778663199e-07 -5.187307045263823e-07 -1.7222288773118613e-06 -1.5440454645307294e-05 8.859960957222783e-06 0.00023623119854126082 4.337362808240354e-08 -2.4897182328858192e-08 2.724800933963158e-06 1.5130146928526134e-07 1.7403499729084643e-06 -1.3674296704251037e-06 -1.426100697823302e-06 -1.0089024324576965e-06 -1.3673292770374978e-06 -2.752705056018067e-09 1.572187749771909e-09 5.124908490781263e-07 5.720040117167003e-07 -3.281903037153166e-07 -1.0124751081554013e-06 -8.672142915214828e-10 4.961257045433209e-10 -1.3368000645166214e-06 -1.5168768046125858e-08 8.683336504512547e-09 4.727705851193957e-07 1.0571794145484378e-06 6.371169788655533e-07 -1.3022639741048648e-06 -1.6480438614644538e-08 -1.2342463492118157e-06 -1.3022324344572643e-06
1.5928777596369572e-07 2.2548283655591193e-09 6.21656622201521e-08 4.333908316551529e-09 -2.21209425328487e-08 7.348363812389696e-08 -1.0282896527075204e-06 7.212176173590094e-10 4.337362808240337e-08 1.3990829450179566e-05 4.3322490545489265e-06 5.960011238321115e-06 -7.068941851475082e-06 4.698217761595619e-07 -3.3446201954126095e-06 -4.339690755397717e-05 -1.6299482037403775e-05 -1.999255483574999e-05 -1.7268349149657884e-06 3.2537650487670694e-08 8.070659516078704e-09 1.955814021136992e-06 -1.6019581874570868e-06 -7.976491237927063e-07 9.638593951436186e-08 2.487768221920896e-08 2.0138586870948125e-08 -1.4661222042938788e-08 -9.027127914280105e-10 -3.894281856379199e-11 2.5292934488943852e-08 3.122519320349768e-08 -2.7162894540250576e-08 -2.5361932082795155e-08 1.610298782178328e-09 -1.9957666794584016e-10
